a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,a65,a66,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,a80,a81,a82,a83,a84,a85,a86,a87,a88,a89,a90,a91,a92,a93,a94,a95,a96,a97,a98,a99,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b53,b54,b55,b56,b57,b58,b59,b60,b61,b62,b63,b64,b65,b66,b67,b68,b69,b70,b71,b72,b73,b74,b75,b76,b77,b78,b79,b80,b81,b82,b83,b84,b85,b86,b87,b88,b89,b90,b91,b92,b93,b94,b95,b96,b97,b98,b99
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017979374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089697851,0,0,0,0,0.036503628,0,0,0,0.015437624,0,0,0,0.036503628,0,0,0,0,0,0,0,0,0,0,0.013027315,0,0,0,0,0.019356928,0,0,0,0,0.024463363,0,0,0,0,0,0,0,0,0,0.104474787,0.032406514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022937905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015669614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013642777,0.010741978,0,0,0,0,0,0.025879223,0,0,0,0.01682963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029145979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379674,0,0,0,0.052258237,0,0,0.085862614,0,0,0,0,0,0,0,0.042931307,0,0,0.065720357,0,0,0.069108319,0.144208989,0.123935734,0.035836844,0.066379868,0,0,0,0,0,0,0,0.124870341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044725152,0,0,0,0,0,0,0.021061534,0,0,0,0,0,0.012117243,0,0,0,0,0,0,0.012591851,0,0,0,0.027498583,0,0,0,0.029511283,0,0,0,0,0.040023593,0,0,0,0.026954963,0,0,0.031405085,0,0,0,0,0,0,0,0,0,0.013718671,0,0,0.030903004,0,0,0,0,0.013897166,0.066885082,0.021493263,0,0,0,0,0,0,0,0,0,0,0,0,0.050050416,0,0.04055093,0,0,0,0.091978795,0,0,0,0.048902101,0.032199759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014324235,0,0,0.11293609,0,0,0,0,0,0
0,0.020869896,0,0,0,0,0,0,0,0,0.060754396,0,0,0,0,0,0,0,0,0,0,0,0,0.043486222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020340895,0,0,0,0,0,0,0.045917313,0,0,0,0,0,0,0,0,0,0,0,0,0.122345474,0.050599645,0,0,0,0,0,0,0,0.027805207,0,0,0.032157364,0.044340072,0,0,0,0,0,0,0,0,0.030895169,0,0,0,0.011237888,0,0,0,0,0,0,0,0,0,0,0,0,0.01785999,0.026144279,0.029180715,0,0,0,0,0,0,0,0,0.029237635,0,0,0,0,0,0.012243545,0,0,0,0,0,0.029496748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044668651,0,0,0,0,0,0.054725734,0.085416409,0.066440297,0,0,0,0,0,0,0,0,0.029496748,0,0,0,0,0,0.015988778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08369506
0,0.01265515,0,0,0,0,0,0,0,0.037481487,0,0,0,0,0,0,0,0,0,0,0.027402962,0,0,0,0,0,0.021668957,0,0,0,0,0,0,0,0.022055847,0,0,0,0,0.028308896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024668745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020586162,0,0,0,0,0,0,0,0,0,0,0.022188001,0,0,0,0,0,0,0,0,0,0,0,0,0.014683247,0.036052473,0,0,0,0,0,0,0.013576157,0,0.011887408,0,0,0,0.012757482,0,0,0,0,0.008650933,0.012663635,0,0,0,0,0,0.027152313,0,0,0,0,0,0,0.018878945,0,0,0.029652335,0,0,0,0,0,0.085724925,0,0.006007629,0,0.018582717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026507778,0,0.064364038,0,0,0,0,0,0.02349406,0.013466503,0,0,0,0,0,0,0,0,0,0,0.010805953,0,0,0.01285305,0,0,0.013688168,0,0.006112323,0,0.025246519,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014160746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07064698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041142726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006980529,0.008377353,0,0,0,0,0,0,0,0,0,0,0,0,0.026021901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014097117,0,0,0,0,0,0,0,0,0.018739692,0,0,0.026962263,0,0,0,0.035174744,0,0.009675694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024495022,0,0,0,0.016597358,0.012132159,0,0.009215799,0,0,0,0,0.016832122,0.019395258,0,0,0,0,0,0,0.049110507,0,0.031843582,0.022337055,0.029331786,0,0,0.014687832,0.028047832,0,0,0,0,0.00889924,0,0,0,0,0,0,0,0.014420989,0.023943756,0,0,0,0.008709363,0,0,0,0.019019853,0,0,0,0,0,0,0,0,0.006920746,0,0,0,0,0,0.006686414,0.043443701,0,0,0.01113575,0,0.02229926,0,0.007551578,0,0,0.009488747,0,0,0,0,0,0.03428997,0,0,0.011565545,0,0,0,0,0,0.014859991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021206222,0,0.038618423,0.01123154,0,0,0,0,0,0,0,0,0,0,0,0.019686876,0,0.018586954,0,0,0.077802863,0,0.014861394,0.01028244,0,0.013019021,0.021901069,0.005943049,0.014669574,0,0,0
0.010325366,0.012391501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029758133,0,0,0,0,0,0,0.027383482,0,0,0,0,0,0,0,0.055438255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012077407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054215067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033587838,0,0,0,0.031032586,0,0,0,0,0,0,0,0,0,0,0,0.043095316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024217478,0.038014132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076215213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084415546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040511686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043283864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058446991,0.186200974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036267228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.021242573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033803353,0,0,0,0,0,0,0,0,0,0,0,0.023471556,0,0,0,0,0,0,0,0.095037008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023368633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047919805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082092878,0,0,0,0,0,0,0,0,0,0,0,0.03499195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016266424,0,0,0,0.025351978,0,0.039188537,0,0,0.019826649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072707047,0.0567409,0,0,0,0,0,0,0,0,0,0.039188537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016765228,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09088389,0,0,0,0,0,0,0,0.023190787,0,0,0,0,0.087034374,0.019049379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036194302,0,0,0,0,0,0,0,0,0.056561585,0,0,0,0,0,0,0,0.033606696,0,0,0,0.034156882,0,0,0,0,0,0,0,0.138560074,0,0,0.09839157,0,0.033461096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018314377,0,0,0,0,0,0,0,0,0,0,0,0,0.03073893,0,0,0,0,0,0,0,0.036021125,0,0,0,0,0,0,0,0,0,0,0.023599109,0.114998032,0,0,0,0,0,0,0,0,0,0.050234544,0,0,0,0,0,0,0,0.016962717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090866877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021867005,0,0.031857503,0,0,0.034967985,0,0,0,0.038648945,0,0.034516645,0,0,0
0.004589052,0.005507334,0,0,0,0,0.015426873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007408168,0,0,0,0,0.009267549,0.006085218,0,0,0.009598378,0.013352684,0,0,0,0.036958837,0,0,0.035450383,0,0,0,0,0,0,0,0,0,0,0,0,0.108409705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024234138,0,0,0,0,0.033196684,0,0,0.01047688,0,0,0,0,0,0,0,0,0,0,0,0.009655889,0,0.007337485,0.013352684,0,0.008485971,0.005850426,0,0,0,0,0,0,0,0,0,0,0,0.045026259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048270779,0,0,0,0,0,0,0,0.024334521,0,0,0,0,0,0,0.025628613,0.025399978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02218821,0.023562469,0,0.057212478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.017240349,0,0,0,0.06359793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077131485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050318354,0,0,0,0,0,0,0.058982659,0.021409654,0,0,0,0,0,0.024967632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101068,0.041799707,0.065533168,0,0.060363966,0,0,0,0,0.022969519,0,0.041016124,0.026564779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029860674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032532847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033530455,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010739358,0,0,0,0,0,0.017643049,0,0,0,0,0,0.028861887,0,0.053577911,0,0,0,0,0,0,0,0,0.027663393,0.022974338,0,0.013133149,0,0,0,0,0,0,0,0,0,0,0,0.007781416,0,0,0,0,0.023124384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046803302,0.019356911,0.030347574,0,0.055907566,0,0.072040513,0.013997799,0.026730148,0.010636891,0.019356911,0,0,0,0,0,0,0,0,0,0,0,0.063148367,0,0,0,0,0.023656094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017634499,0,0,0.027323931,0,0,0,0,0,0.02888053,0,0,0,0,0,0,0,0.120580114,0,0.012675437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027964249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.029739602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080008214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076662534,0,0.054430982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063184602,0,0,0,0,0,0.039184333,0,0,0,0,0,0,0.013573034,0,0,0,0.02964133,0,0,0,0,0,0,0,0,0,0,0,0,0.02905535,0,0.020840771,0,0,0,0,0,0,0,0,0,0,0.029575316,0,0,0,0,0,0.035625943,0,0,0.018024227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051582636,0,0,0,0,0,0,0,0,0,0.035625943,0,0,0,0,0,0,0,0,0,0,0.015440409,0,0,0,0,0,0.015241116,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041311911,0,0,0,0,0,0,0,0.043813571,0,0,0,0,0,0,0,0.044350604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038742733,0,0,0,0.069418561,0,0.044725152,0,0,0,0,0.047168543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057275142,0,0,0,0,0,0.01844528,0,0,0,0,0,0,0,0,0,0,0.013087927,0,0,0,0,0,0.09459302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031531007,0,0,0,0,0,0,0,0,0,0.03271094,0,0,0,0,0,0,0,0,0,0
